id,Name,Type,Cuisine,Address,District,Rating,AveragePrice
D2 0130,Dookki Viet Nam  Lau & Buffet Tokpokki  Vincom Mega Mall Thao Dien,Restaurant,Korean,"Tang 5 Vincom Mega Mall Thao Dien, 161 Xa Lo Ha Noi, P. Thao Dien",2,3.65,"175,000"
D2 0131,Bento Sushi,Bistro,Japanese,"524 Nguyen Duy Trinh, P. Binh Trung Dong",2,4,"62,000"
D2 0132,"Chef's Kitchen  Shabu, Sushi & Salad Buffet  Thao Dien Pearl",Restaurant,Japanese,"Tang 2, Thao Dien Pearl, 12 Quoc Huong, P. Thao Dien",2,4.45,"12,500"
D2 0136,Oishi Town  Pho Am Thuc Nhat Ban,Bistro,Japanese,28 Thao Dien,2,3.85,"62,500"
D2 0137,Crystal Jade Kitchen  Vincom Mega Mall,Restaurant,Chinese,"L50507 Vincom Mega Mall Thao Dien, 161 Xa Lo Ha Noi, P. Thao Dien",2,4.15,"27,500"
D2 0149,Som ?? Thai  Estella Place,Restaurant,Thailand,"Lau 2, Estella Place, 88 Song Hanh, P. An Phu",2,3.95,"51,500"
D2 0158,Eddie's New York Diner,Restaurant,USA,"71 Thao Dien, P. Thao Dien",2,4.05,"22,500"
D2 0160,Ryoyu Bakery  Vincom Mega Mall Thao Dien,Bakery,Japanese,"B1K1, Vincom Mega Mall Thao Dien, 159 Xa Lo Ha Noi, P. Thao Dien",2,4.05,"30,000"
D2 0163,Romaro Halal  Am Thuc Trung Dong,Restaurant,Asian,"48A Tran Ngoc Dien, P. Thao Dien",2,4.3,"160,000"
D2 0174,Hokkaido Baked Cheese Tart  Estella Place,Bakery,Asian,"Estella Place, L429B, 88 Song Hanh, P. An Phu",2,3.9,"160,000"
D2 0175,Yang's Cupbop,Bistro,Korean,"51 Song Hanh, P. An Phu",2,4.6,"183,000"
D2 0176,Surf 'n' Fries Thao Dien  Best Fries In Town,Bistro,American,"Tang 5, Vincom Mega Mall, 159 Xa Lo Ha Noi, Thao Dien",2,3.8,"45,000"
D2 0179,Chang Kang Kung  Hap Thuy Nhiet Hongkong  Estella Place,Restaurant,Chinese,"Tang 3 Estella Place, 88 Song Hanh, P. An Phu",2,3.45,"125,000"
D2 0187,Arigato  Quan An Nhat Ban  Tran Ngoc Dien,Bistro,Japanese,"19 Tran Ngoc Dien, P. Thao Dien",2,3.45,"45,000"
D2 0189,Cow Mee Inn  Taiwanese Beef Noodle  Ngo Quang Huy,Bistro,Taiwanese,"15D Ngo Quang Huy, P. Thao Dien",2,4.1,"33,500"
D2 0192,Chao Ech Chi Em  Nguyen Thi Dinh,Bistro,Singapore,"196 Nguyen Thi Dinh, P. An Phu",2,3.7,"21,500"
D2 0195,GAXEO Chicken  Beer & BBQ  The Vista An Phu,Bistro,Korean,"The Vista An Phu, 628C Xa Lo Ha Noi, P. An Phu",2,3.9,"25,000"
D2 0198,Iyo Frozen Yogurt  Cantavil Premier,Cafe,Italian,"Tang 5 Parkson Cantavil, 1 Song Hanh, P. An Phu",2,3.45,"30,000"
D2 0199,Nha Hang Kitchen Seoul,Restaurant,Korean,"10 Vo Truong Toan, P. An Phu",2,4.3,"25,000"
D2 0200,Kitchen Japan  Cantavil Premier,Restaurant,Japanese,"Tang 5 Parkson Cantavil, 1 Song Hanh, P. An Phu",2,3.25,"152,500"
D2 0209,Thai Street  Am Thuc Thai,Bistro,Thailand,32 Tran Ngoc Dien,2,3.75,"37,500"
D2 0219,Shamoji Robata Yaki  Am Thuc Nhat Ban  Xuan Thuy,Restaurant,Japanese,"59 Xuan Thuy, P. Thao Dien",2,4.1,"32,000"
D2 0227,Ono Poke Co  Dac San Hawaii,Bistro,USA,"94 Xuan Thuy, P. Thao Dien",2,4.5,"27,500"
D2 0230,ChaKan Chicken  Ga Ran  Shop Online,Restaurant,Korean,"35 Nguyen Duy Hieu, P. Thao Dien",2,4.65,"55,000"
D2 0232,Yen Sushi & Sake Pub  Xuan Thuy,Restaurant,Japanese,"55 Xuan Thuy, P. Thao Dien",2,4.4,"50,000"
D2 0236,GoGi House  Nuong Han Quoc  Estella,Restaurant,Korean,"Gian Hang #L310A Estella Place, 88 Song Hanh, P. An Phu",2,4.55,"57,500"
D2 0237,Otoke Chicken  Ga Ran Han Quoc  Nguyen Duy Trinh,Restaurant,Korean,"315 Nguyen Duy Trinh, P. Binh Trung Tay",2,3.5,"40,000"
D2 0239,Pizza Inn  An Phu,Restaurant,Italian,"56 Vu Tong Phan, P. An Phu",2,3.65,"27,500"
D2 0243,Mr. Singh  Nha Hang An Do,Restaurant,Indian,"152 Nguyen Van Huong, P. Thao Dien",2,3.35,"115,000"
D2 0249,Watami Japanese Dining  Thao Dien,Restaurant,Asian,"16 Thao Dien, P. Thao Dien",2,3.8,"59,500"
D2 0257,YeolKwang  Am Thuc Han Quoc  Thai Thuan,Restaurant,Korean,"1101 Thai Thuan, P. An Phu",2,4,"340,000"
D2 0260,DeSushi Club Restaurant,Restaurant,Japanese,"40 Nguyen Cu, P. Thao Dien",2,3.85,"285,000"
D2 0268,Stand Craft  Quan Bia & Fast Food,Bar,Asian,"33B Xuan Thuy, P. Thao Dien",2,4.6,"169,000"
D2 0269,The Alley  Tra Sua Dai Loan  Mai Chi Tho,Cafe,Taiwanese,"Tang Tret Bali Mall, 17 Mai Chi Tho, P. Binh Khanh",2,3.75,"59,000"
D2 0276,Kem Tuyet Honey Mango  Vincom Mega Mall Thao Dien,Cafe,Taiwanese,"Tang 4, Vincom Mega Mall Thao Dien, 159 Xa Lo Ha Noi, P. Thao Dien",2,3.8,"75,000"
D2 0278,Gosu Sushi,Restaurant,Japanese,"74 Quoc Huong, P. Thao Dien",2,4.35,"125,000"
D2 0279,Banh Cuon Gao Lut & Che Ngon,Cafe,Italian,"7274 Vu Tong Phan, P. An Phu",2,3.7,"60,000"
D2 0292,Saigon Social Space  Nha Hang A Au,Restaurant,Asian,"53 Quach Giai, P. Thanh My Loi",2,4.2,"275,000"
D2 0297,Tiger Sugar.Delivery  Duong Nau Sua  Mai Chi Tho,Cafe,Asian,"Shophouse 200.05, Chung Cu Sun Avenue, 28 Mai Chi Tho, P. An Phu",2,3.35,"42,000"
D2 0301,Lac Thai 7,Restaurant,Thailand,"48Bis Xuan Thuy, P. Thao Dien",2,3.7,"175,000"
D2 0303,Jin Yeong  Korean Buffet,Restaurant,Korean,"95 Xa Lo Ha Noi, P. Thao Dien",2,4.35,"230,000"
D2 0310,Bollywood Indian Bar & Restaurant  Xuan Thuy,Restaurant,Indian,"41 Xuan Thuy, P. Thao Dien",2,3.75,"82,500"
D2 0311,Hao Uyen  Dimsum Buffet,Restaurant,Chinese,"Tang 3, Estella Place, 88 Song Hanh, P. An Phu",2,4.45,"200,000"
D2 0320,La Haye Kitchen & Bar  The Bloq,Restaurant,Asian,"19 Tran Ngoc Dien, P. Thao Dien",2,4.4,"290,000"
D2 0325,Papas' Chicken & Beer  Ga Ran Han Quoc  Nguyen Quy Duc,Bistro,Korean,13 Nguyen Quy Duc,2,3.1,"195,000"
D2 0330,Ultreia Toast And Drinks,Cafe,Japanese,"55 Ngo Quang Huy, P. Thao Dien",2,4.2,"57,500"
D2 0331,Temujin Restaurant,Restaurant,Korean,"122 Xuan Thuy, P. Thao Dien",2,5,"270,000"
D2 0338,Dookki Food Truck,Restaurant,Korean,"628C Xa Lo Ha Noi, P. An Phu",2,3.25,"83,000"
D2 0339,365 Degrees Pizzeria & Bar,Restaurant,Italian,"50 Ngo Quang Huy, P. Thao Dien",2,4.25,"202,500"
D2 0340,Pizza Tonda Vietnam  Vincom Mega Mall,Restaurant,Italian,"Lau 401B Vincom Mega Mall 101 Xa Lo Ha Noi, P. Thao Dien",2,3.05,"139,000"
D2 0342,The Ne'mer Drinks  Shop Online,Restaurant,Thailand,"Cao Oc Thu Thiem Star, Duong So 54, P. Binh Trung Dong",2,4.05,"63,000"
D2 0343,Tokyo Bowl  Sushi & BBQ  Parkson Cantavil,Restaurant,Japanese,"Tang 5 Parkson Cantavil, 1 Song Hanh, P. An Phu",2,3.25,"75,000"
D2 0353,Nha Hang Mala Xiang Guo,Restaurant,Korean,"Chung Cu Lexington, 67 Mai Chi Tho, P. An Phu",2,4,"175,000"
D2 0356,Blue Dragon  ???,Restaurant,Chinese,"23 Thai Thuan, P. An Phu",2,4.05,"300,000"
D2 0360,Ding Tea  Cantavil Premier,Cafe,Taiwanese,"Tang 1 Cantavil Premier, 1 Song Hanh, P. An Phu",2,4.15,"38,500"
D2 0375,Sushi Nho,Bistro,Japanese,"Lau 1, 762764 Nguyen Thi Dinh, P. Thanh My Loi",2,3.85,"80,000"
D2 0376,KFood  Korean Fast Food & Fine Grocery,Bistro,Korean,"26 Duong Thao Dien, P. Thao Dien",2,3.45,"90,000"
D2 0389,Saigon Bagel  Banh Bagel & Do Uong  Nguyen Cu,Bakery,Canadian,"38 Nguyen Cu, P. Thao Dien",2,4.3,"105,000"
D2 0390,Mi Ramen 75TD,Bistro,Japanese,"75 Thao Dien, P. Thao Dien",2,4.25,"125,000"
D2 0395,Chicken Story  Ga Chien Han Quoc  Song Hanh,Restaurant,Korean,"467A Song Hanh, P. An Phu",2,4,"180,000"
D2 0396,Morico  Contemporary Japanese Lifestyle  Diamond Island,Restaurant,Japanese,"Dao Kim Cuong, P. Binh Trung Tay",2,4,"313,000"
D2 0407,Goocfood  Ca Hoi Sashimi  Shop Online,Restaurant,Japanese,"83/18 Vanh Dai Tay, P. Binh An",2,4,"215,000"
D3 0002,The Sushi Bar  Thien Que  Hai Ba Trung,Restaurant,Japanese,"179B Hai Ba Trung, P. 6",3,3.75,"215,000"
D3 0003,El Sol  Meat & Wine  Vo Thi Sau,Restaurant,Asian,140/2 Vo Thi Sau,3,4.1,"192,000"
D3 0008,Pasta Paradise  Nguyen Thi Minh Khai,Restaurant,Italian,242 Nguyen Thi Minh Khai,3,3.55,"95,000"
D3 0010,Beefsteak Titi  Cao Thang,Restaurant,French,7 Cao Thang,3,3.15,"107,500"
D3 0011,Hana BBQ & Hot Pot Buffet  Dien Bien Phu,Restaurant,Japanese,"243 Dien Bien Phu, P. 6",3,3.5,"265,000"
D3 0012,Papas' Chicken  Ga Ran Han Quoc  Nguyen Thien Thuat,Restaurant,Korean,"145/17 Nguyen Thien Thuat, P. 1",3,3.5,"175,000"
D3 0013,Shri  Rooftop Restaurant & Lounge,Restaurant,Asian,"Lau 23 Centec Tower, 72  74 Nguyen Thi Minh Khai",3,4.05,"480,000"
D3 0015,Au Lac Do Brazil  Thit Nuong Brazil  Pasteur,Restaurant,Brazilian,"238 Pasteur, P. 6",3,4.8,"444,500"
D3 0022,Tra Sua Heekcaa Sai Gon  Truong Sa,Cafe,Asian,"786 Truong Sa, P. 14",3,3.45,"50,000"
D3 0023,"Gummy  Chicken Steak, Cake & Ice Cream  Vo Van Tan",Bistro,Asian,"Tang Tret, 99/103B Vo Van Tan, P. 6",3,3.75,"50,000"
D3 0027,Lau Nam Thien Nhien Ashima  Tu Xuong,Restaurant,Japanese,11 Tu Xuong,3,4,"217,500"
D3 0034,King BBQ  Vua Nuong Han Quoc  Cao Thang,Buffet,Korean,"58C Cao Thang, P. 5",3,3.6,"295,000"
D3 0041,Kimbap City  Mon An Han Quoc,Bistro,Korean,"107 Nguyen Phuc Nguyen, P. 10",3,3.05,"40,000"
D3 0042,Ichihana Sushi Vietnam,Restaurant,Japanese,"443/56A Dien Bien Phu, P. 3",3,3.95,"320,000"
D3 0043,Chiyoda Sushi Viet Nam,Restaurant,Japanese,"149 Nguyen Dinh Chieu, P. Vo Thi Sau",3,4.2,"225,000"
D3 0045,KOI The  Cao Thang 62C,Cafe,Singapore,"62C Cao Thang, P. 5",3,3.55,"42,500"
D3 0050,Carem Kem Dua Thai,Cafe,Thailand,"191 Cach Mang Thang 8, P. 4",3,3.4,"40,000"
D3 0054,Mo Mo Paradise  Nguyen Thi Minh Khai,Restaurant,Japanese,96 Nguyen Thi Minh Khai,3,4,"425,000"
D3 0059,Bonjour Resto'  Beefsteak Hai Ba Trung,Restaurant,French,"193/1 Hai Ba Trung, P. 6",3,3.3,"150,000"
D3 0061,GyuKaku Japanese BBQ  Dien Bien Phu,Restaurant,Japanese,"254 Dien Bien Phu, P. 7",3,3.7,"350,000"
D3 0065,Ech Xanh  Pham Ngoc Thach,Restaurant,Singapore,"58/6 Pham Ngoc Thach, P. 6",3,3.4,"215,000"
D3 0066,Mochi Sweets  Nguyen Dinh Chieu,Bakery,Japanese,"345 Nguyen Dinh Chieu, P. 5",3,3.7,"116,000"
D3 0068,Pizza 4P's  Pizza Kieu Nhat  Hai Ba Trung,Restaurant,Japanese,151 Hai Ba Trung,3,4.05,"325,000"
D3 0069,Ba Con Soc  BBQ & Sushi  Truong Dinh,Bistro,Japanese,"29 Truong Dinh, P. 6",3,3.75,"182,500"
D3 0075,Tan Tong Loi  Mi Sui Cao & Vit Tiem,Bistro,Chinese,"311 Vo Van Tan, P. 5",3,3.35,"42,500"
D3 0077,Com Ga Thuong Hai  Am Thuc Trung Hoa,Restaurant,Chinese,"21  23 Vo Van Tan, P. 6",3,3.7,"115,000"
D3 0078,Chang  Modern Thai Cuisine  Cao Thang,Restaurant,Thailand,"4 Cao Thang, P. 5",3,3.95,"175,000"
D3 0082,Sushi Hokkaido Sachi ?????  Nguyen Dinh Chieu,Restaurant,Japanese,"172H  172Q Nguyen Dinh Chieu, P. 6",3,3.95,"325,000"
D3 0085,Japanit Matcha & Coffee House  Cao Thang,Cafe,Japanese,"62B Cao Thang, P. 5",3,3.8,"95,000"
D3 0087,Sushi Tei  Cao Thang,Restaurant,Japanese,"26 Cao Thang, P. 5",3,4.5,"270,000"
D3 0088,Tra Sua Bobapop  Le Van Sy,Cafe,Taiwanese,295 Le Van Sy,3,3.2,"35,500"
D3 0089,San Fu Lou  Am Thuc Quang Dong  Cao Thang,Restaurant,Chinese,"2A Cao Thang, P. 5",3,3.85,"110,000"
D3 0104,Lau Soa Soa  Pham Ngoc Thach,Restaurant,Japanese,"64 Pham Ngoc Thach, P. 6",3,3,"215,000"
D3 0108,Rakuen  Lau & Mi Cay,Buffet,Japanese,"483 Le Van Sy, P. 12",3,4.2,"115,000"
D3 0110,Lobster Bay  Nha Hang Hai San  Ky Dong,Bistro,USA,"10B Ky Dong, P. 9",3,3.6,"225,000"
D3 0123,Royaltea Flagship Store  Tra Sua Dai Loan  Vo Van Tan,Cafe,Taiwanese,"380 Vo Van Tan, P. 5",3,3.3,"50,000"
D3 0126,Excape Dessert Coffee,Cafe,Korean,"19 Tran Quang Dieu, P. 14",3,3.65,"75,500"
D3 0127,Hurom Juice Cafe  Tran Cao Van,Cafe,Korean,"40A Tran Cao Van, P. Vo Thi Sau",3,3.8,"125,000"
D3 0131,Kem BUD'S  Nguyen Thi Minh Khai,Cafe,USA,"86 Nguyen Thi Minh Khai, P. 6",3,3.65,"64,000"
D3 0133,Goobne Chicken  Ga Nuong Lo Han Quoc  Pham Ngoc Thach,Restaurant,Korean,"69 Pham Ngoc Thach, P. 6",3,3.5,"200,000"
D3 0136,Nha Hang Sai Gon 3  Mon Hoa,Restaurant,Chinese,"157 Vo Van Tan, P. 6",3,3.25,"145,000"
D3 0142,Butasama Japanese BBQ  Yakiniku & Horumonyaki,Restaurant,Japanese,"19D Ky Dong, P. 9",3,4.2,"275,000"
D3 0145,Manwah Taiwanese Hotpot  Cao Thang Mall,Restaurant,Taiwanese,"Tang 2 Cao Thang Mall, 19 Cao Thang, P. 2",3,4.1,"435,000"
D3 0148,Tra Sua Sharetea  Nguyen Dinh Chieu,Cafe,Taiwanese,"130A Nguyen Dinh Chieu, P. 6",3,3.5,"60,000"
D3 0149,Day Day Drink  Tra Sua Dai Loan  Cao Thang,Cafe,Taiwanese,"32A Cao Thang, P. 5",3,3.3,"48,000"
D3 0156,Ga Tiem Dai Duong  Am Thuc Trung Hoa,Bistro,Chinese,14 Cao Thang,3,3.75,"160,000"
D3 0160,Uraetei BBQ  Pho Dinh  Tran Quoc Thao,Restaurant,Japanese,"125A Tran Quoc Thao, P. 7",3,3.75,"430,000"
D3 0163,Ding Tea  Cao Thang,Cafe,Taiwanese,"33 Cao Thang, P. 2",3,3.2,"40,000"
D3 0180,KAKHU Hotpot  Lau Tu Xuyen & Lau Bo Den,Restaurant,Chinese,"290/27 Nam Ky Khoi Nghia, P. 8",3,3.7,"225,000"
D3 0181,The Little Door  Bistro & Bakery,Restaurant,Asian,"62 Truong Quyen, P. 6",3,4.2,"300,000"
D3 0185,Naked Sushi & Sashimi,Restaurant,Japanese,"193A/6 Nam Ki Khoi Nghia, P. Vo Thi Sau",3,3.95,"120,000"
D3 0189,Banh Su Kem Chewy Junior  Tran Quang Dieu,Bakery,Singapore,"19 Tran Quang Dieu, P. 14",3,3.45,"82,000"
D3 0194,Hao Yu  Grilled Fish Restaurant,Restaurant,Chinese,"1719 Ho Xuan Huong, P. 6",3,4.05,"275,000"
D3 0197,Mus Mus  Lau Nhat,Restaurant,Japanese,"62 Pham Ngoc Thach, P. 6",3,3.7,"110,000"
D3 0203,K Bop  Korean FastFood  Truong Dinh,Restaurant,Korean,"25 Truong Dinh, P. 6",3,3.85,"59,000"
D3 0204,Hu Tieu Hong Phat,Restaurant,Cambodia,"389  391 Vo Van Tan, P. 5",3,3.5,"85,000"
D3 0214,Dimsum Tan Sanh Hoat,Bistro,Chinese,322 Nguyen Thi Minh Khai,3,3.15,"112,500"
D3 0215,KPub  Nuong Phong Cach Pub Han Quoc  Cao Thang,Restaurant,Korean,"84 Cao Thang, P. 4",3,3.55,"175,000"
D3 0227,Banh Mi Pho Mai Tan Chay  Crepe Sau Rieng Online,Restaurant,Asian,"21/8 Tran Van Dang, P. 9",3,3.2,"115,000"
D3 0229,Kimbap TiTi  Mon Han Quoc  Hoang Sa,Bistro,Korean,"159/1/5 Tran Van Dang, P. 11",3,4.4,"37,500"
D3 0233,La Maison Wine Club & Restaurant,Restaurant,French,201B Nam Ky Khoi Nghia,3,3.6,"300,000"
D3 0241,Ding Tea  105A Truong Dinh,Cafe,Taiwanese,"105A Truong Dinh, P. 6",3,3.65,"37,000"
D3 0246,Une Journee a Paris Cafe & Bakery,Cafe,French,"17 Tran Quoc Toan, P. 8",3,3.95,"295,000"
D3 0249,Tasaki BBQ  Nuong Than Hoa Nhat Ban  Le Van Sy,Restaurant,Japanese,"Tang Tret, 409A Le Van Sy, P. 12",3,3.8,"350,000"
D3 0268,Chao Tieu Co Ut  Cho Ban Co,Bistro,Chinese,"51/33 Cao Thang, P. 3",3,3.05,"52,000"
D3 0273,Ci Cha  Tra Sua Hongkong  Le Van Sy,Cafe,Asian,"453/100 Le Van Sy, P. 12",3,3.3,"37,500"
D3 0275,Atelier Des Reves  Nha Hang Phap,Restaurant,French,"20/5 Ky Dong, P. 9",3,4,"275,000"
D3 0277,Hideaway Saigon  Nha Hang Mon Au,Restaurant,Asian,41/1 Pham Ngoc Thach,3,3.7,"230,000"
D3 0279,Phuong Chau Ky  Com Tay Cam,Restaurant,Chinese,"174 Nam Ky Khoi Nghia, P. 6",3,3.55,"80,000"
D3 0291,Little India Cafe,Cafe,Indian,218A Hem 208 Nam Ky Khoi Nghia,3,4.1,"25,000"
D3 0298,Pizza Ong Gia  Truong Sa,Bistro,Italian,"786 Truong Sa, P. 14",3,3.5,"42,500"
D3 0311,Ga Tiem Vinh Hoa,Bistro,Chinese,"16 Cao Thang, P. 5",3,3.85,"61,000"
D3 0313,Nightingale Coffee & Tea,Cafe,Chinese,"277 Nam Ky Khoi Nghia,",3,3.95,"64,000"
D4 0002,WP'S Waffle Place  Banh To Ong Nuong  Ton That Thuyet,Bistro,Korean,"66/15/1 Ton That Thuyet, P. 16",4,3.7,"42,500"
D4 0010,Nha Hang Thai Lan Ngo Ri  Duong 38,Restaurant,Thailand,"14 Duong 38, P. 4",4,3.5,"225,000"
D4 0015,Uchi Sushi,Restaurant,Japanese,"14 Duong So 45, P. 6",4,3.95,"85,000"
D4 0016,"Beno  Mi Y, Bo My, Com Bo Ham  Ben Van Don",Bistro,Asian,"150/27 Ben Van Don, P. 6",4,3.25,"32,500"
D4 0024,Sushi Vien Phuong Map  Hoang Dieu,Restaurant,Japanese,"168 Hoang Dieu, P. 9",4,3.5,"4,500"
D4 0025,Tra Sua Bobapop  Hoang Dieu,Cafe,Taiwanese,"295 Hoang Dieu, P. 6",4,3.6,"31,500"
D4 0033,Eugene Cake Shop,Bakery,Asian,68/17 Hoang Dieu,4,3.65,"21,500"
D4 0040,Sasin  Mi Cay 7 Cap Do Han Quoc  Hoang Dieu,Bistro,Korean,"80 Hoang Dieu, P. 12",4,3.05,"42,500"
D4 0044,Coca Suki  Lau Va Mon Thai  Nguyen Truong To,Restaurant,Thailand,"47 Nguyen Truong To, P. 12",4,3.45,"200,000"
D4 0052,Tippy's Mexican Food,Bistro,Mexican,"99 So 45, P. 6",4,4.05,"70,000"
D4 0053,Tiem An Ducky,Bistro,Chinese,"12 Duong 41, P. 6",4,4.35,"132,500"
D4 0054,Selfie Restaurant  Beefsteak My,Restaurant,Australian,352A Nguyen Tat Thanh,4,3.55,"107,500"
D4 0056,Co Hoa  Dimsum & An Vat,Restaurant,Chinese,"232/74 Doan Van Bo, P. 10",4,4.65,"19,000"
D4 0057,Uncle Tea  Tra Dai Loan  Hoang Dieu,Cafe,Taiwanese,K44 Hoang Dieu,4,3.9,"40,000"
D4 0065,Bangkok BBQ  Ben Van Don,Bistro,Thailand,360B Ben Van Don,4,3.15,"145,500"
D4 0067,Local Thai Restaurant  Nha Hang Thai,Restaurant,Thailand,"89/19 Doan Van Bo, P. 12",4,3.75,"195,000"
D4 0069,The Coffee Bean & Tea Leaf  Nguyen Tat Thanh,Cafe,USA,96 Ter Nguyen Tat Thanh,4,3.45,"101,000"
D4 0070,Tra Tien Huong  Khanh Hoi,Cafe,Taiwanese,"238 Khanh Hoi, P. 6",4,3.4,"35,000"
D4 0078,The Alley  Tra Sua Dai Loan  Hoang Dieu,Cafe,Taiwanese,49  51 Hoang Dieu,4,3.25,"50,000"
D4 0083,Samyan Thai Seafood,Restaurant,Thailand,"163 Ben Van Don, P. 6",4,3.85,"82,500"
D4 0086,Twelve  Com Ga Hai Nam Singapore  Duong So 45,Bistro,Singapore,"012 Lo C2 Duong So 45, P. 6",4,3.95,"62,500"
D4 0087,An Vat  Ha Cao Hong Kong  Ton Dan,Restaurant,Chinese,112 Ton Dan,4,4.25,"20,000"
D4 0093,Royaltea Vietnam By Hongkong  Ton Dan,Cafe,Chinese,"54 Ton Dan, P. 13",4,4.45,"42,500"
D4 0109,Namsan Tokbokki  Nguyen Huu Hao,Restaurant,Korean,"129/63A Nguyen Huu Hao, P. 9",4,3.15,"25,000"
D4 0114,Bun Bo Vinh Hien  Bun Bo  J26 Cu Xa Vinh Hoi,Bistro,Asian,"J26 Cu Xa Vinh Hoi, P. 6",4,3.95,"26,500"
D4 0115,Chao Ech Singapore Merlion,Bistro,Singapore,89 Vinh Khanh,4,3.7,"42,500"
D4 0122,Vittorio Pizza And Pasta,Restaurant,Italian,"240 Khanh Hoi, P. 6",4,3.65,"107,500"
D4 0124,Hao Sua Phap  Ben Van Don,Bistro,French,"139 Ben Van Don, P. 6",4,3.45,"13,000"
D4 0136,TOUS les JOURS  Khanh Hoi,Bakery,Asian,"201 Khanh Hoi, P. 6",4,3.2,"200,000"
D4 0141,Dong Xuan  Bun Cha Ha Noi & Nem Cua Bien  Khanh Hoi,Bistro,Asian,168 Khanh Hoi,4,4.75,"70,000"
D4 0153,An Vat & Goi Xoai Kieu Thai,Restaurant,Thailand,"16 Duong So 10B, P. 6",4,4.5,"31,000"
D4 0157,Tee Soya  Soya Pudding,Restaurant,Japanese,159 Hoang Dieu,4,4,"30,000"
D4 0170,Piazza Pizza  Chuyen Cac Mon Au & Pizza,Bistro,Italian,"16 Lo M2 Chung Cu So 1 Ton That Thuyet, Ton That Thuyet, P. 1",4,4.15,"140,000"
D4 0183,Mi Cay Naga  Khanh Hoi,Bistro,Korean,"145 Khanh Hoi, P. 3",4,3.65,"45,000"
D4 0185,Nyam Nyam BBQ  Buffet Lau & Nuong Han Quoc,Restaurant,Korean,"174  176 Ton Dan, P. 8",4,4.25,"139,000"
D4 0186,Takoyaki PuTu  Banh Banh Tuoc Via He,Restaurant,Japanese,"331 Ton Dan, P. 15",4,3.45,"32,500"
D4 0204,36 Pho  Cafe & Com Van Phong,Cafe,Asian,"68/21 Hoang Dieu, P. 12",4,3.9,"30,000"
D4 0208,Mr. Teh  Tra Sua Malaysia  Hoang Dieu,Restaurant,Malaysia,"199/1 Hoang Dieu, P. 8",4,3.65,"17,500"
D4 0210,Bigbang Korean BBQ,Restaurant,Korean,"109/F1 Ben Van Don, P. 9",4,3.7,"275,000"
D4 0225,Xiu Xiu  Mi Cay,Bistro,Korean,"27 Le Van Linh, P. 13",4,3.1,"40,000"
D4 0227,Nau Cao  Shop Online,Restaurant,Korean,Ton That Thuyet,4,3.35,"92,500"
D4 0294,Tina's Corner  Homecake  Shop Online,Restaurant,Chinese,"40/5 Nguyen Khoai, P. 2",4,3.05,"35,000"
D4 0314,Thuong Hai 4  Mi Vit Tiem,Bistro,Chinese,"35 Duong So 45, P. 6",4,3.8,"42,500"
D4 0371,Yori  Tokbokki & Kimbap,Restaurant,Korean,"198/91 Doan Van Bo, P. 10",4,3.75,"19,000"
D4 0403,Le Gia  Com Ga Hai Nam & Hu Tieu Nam Vang,Bistro,Chinese,"48 Vinh Hoi, P. 4",4,3.7,"40,000"
D4 0412,Tam Sai Gon  Kem Sau Rieng  Shop Online,Restaurant,Thailand,"17 Le Thach, P. 12",4,3.45,"120,000"
D4 0447,Q. Nho  Chao Ech Singapore,Bistro,Singapore,"559 Vinh Khanh, P. 10",4,4.2,"67,500"
D4 0450,Miutea  Xom Chieu,Cafe,Taiwanese,"C226 Xom Chieu, P. 15",4,3.2,"18,500"
D5 0001,Osaka  Com Tho Nhat Ban,Bistro,Japanese,"64 Nguyen Thoi Trung, P. 6",5,3.4,"40,000"
D5 0002,Pizza Hut  Nguyen Trai,Restaurant,Italian,264266 Nguyen Trai,5,3.65,"240,000"
D5 0003,Thien Du & Sky Sushi  Tran Hung Dao,Restaurant,Japanese,"1089A Tran Hung Dao, P. 5",5,3.55,"70,000"
D5 0004,Tokori BBQ  Nha Hang Nuong Nhat Ban  Ngo Quyen,Restaurant,Japanese,"105 Ngo Quyen, P. 11",5,4.15,"350,000"
D5 0005,Texas Chicken  Nguyen Van Cu,Restaurant,USA,217B Nguyen Van Cu,5,3.5,"147,500"
D5 0011,Than Rong Mi Nhat  Ramen,Bistro,Japanese,"245 Tran Hung Dao, P. 10",5,3.45,"48,000"
D5 0012,Lau Nuong Thai Lan So 7  Poi Pet,Bistro,Thailand,31/A2 Hung Vuong,5,3.6,"65,000"
D5 0016,Musa  Ca Ri De An Do  Su Van Hanh,Bistro,Indian,001 Lo B Chung Cu Su Van Hanh,5,3.3,"200,000"
D5 0017,Tien Phat  Diem Tam Hong Kong,Bistro,Chinese,"18 Ky Hoa, P. 11",5,3.65,"80,000"
D5 0018,Khang Dim Sum Bar,Restaurant,Chinese,"Lau 4, 20 Nguyen Duy Duong, P. 8",5,3.55,"180,000"
D5 0019,Sushi M&H  Nguyen Van Cu,Bistro,Japanese,"185/2 Nguyen Van Cu, P. 2",5,3.2,"88,500"
D5 0022,SaSin  Mi Cay 7 Cap Do Han Quoc  An Duong Vuong,Bistro,Korean,"292A An Duong Vuong, P. 4",5,3.2,"67,500"
D5 0024,Che Ha Ky  Chau Van Liem,Restaurant,Chinese,"138 Chau Van Liem, P. 11",5,3.25,"24,000"
