id,Name,Type,Cusine,Address,District,Rating, Average 
D11_0194,Oc_Ti_Hon__Lac_Long_Quan,Restaurant,Vietnamese,"19G_Cu_Xa_Phu_Binh,_Lac_Long_Quan,_P.5",11,3.9,50000000
D11_0195,Bap_Bo__Cu_Xa_Lu_Gia,Restaurant,Vietnamese,"67B_Duong_So_2,_Cu_Xa_Lu_Gia,_P._15",11,3.9,70000000
D11_0196,Bep_Kafe__Tra_Sua,Cafe,Vietnamese,"100_Binh_Thoi,_P._14",11,4.05,55000000
D11_0197,Coffee_25__Take_Away,Cafe,Vietnamese,"44A_Lu_Gia,_P.15",11,3.1,17000000
D11_0198,Phuc_Long_Lotte_Mart_Quan_11,Cafe,Vietnamese,"Lotte_Mart_Le_Dai_Hanh,_968_Duong_3_Thang_2,_P._15",11,3.1,55000000
D11_0199,Trung_Nguyen_Legend_Coffee__184_Le_Dai_Hanh,Cafe,Vietnamese,"Tang_Tret_Parkson_Flemington,_184_Le_Dai_Hanh,_P._15",11,3.2,75000000
D11_0200,Hu_Tieu_Nam_Vang_Luoi_Heo__Nguyen_Thi_Nho,Restaurant,Vietnamese,86A_Nguyen_Thi_Nho,11,3.35,37000000
D11_0201,Toro_Sushi__Lanh_Binh_Thang,Restaurant,Vietnamese,"281G_Lanh_Binh_Thang,_P._8",11,3.1,105000000
D11_0202,HARU__Am_Thuc_Han_Quoc,Restaurant,Korean,"146_Ha_Ton_Quyen,_P._4",11,3.9,97500000
D11_0203,Quan_Oc_Hue__Le_Dai_Hanh,Restaurant,Vietnamese,"411/8_Le_Dai_Hanh,_P._11",11,3.9,40000000
D11_0204,The_Gioi_Cua_Ca_Mau__Khong_Chi_Nhanh__Ton_That_Hiep,Restaurant,Vietnamese,"304_Ton_That_Hiep,_P._12",11,4,244500000
D11_0205,Nam_Doan__Banh_Canh_Ca_Loc,Restaurant,Vietnamese,"03_Lo_B2_Chung_Cu_319,_Ly_Thuong_Kiet,_P._15",11,4,31000000
D11_0206,Che_161,Restaurant,Vietnamese,"161/69B_Lac_Long_Quan,_P._3",11,3.55,16000000
D11_0207,Dimsum_Dong_Gia_16k,Restaurant,Chinese,"108B_Xom_Dat,_P._8",11,3.8,15000000
D11_0208,Ba_Nam__Banh_Canh_Cua_&_Bun_Bo_Hue,Restaurant,Vietnamese,"152/54/49_Lac_Long_Quan,_P._3",11,4.75,33500000
D11_0209,Mimosa_Coffee__Lac_Long_Quan,Cafe,Vietnamese,312_Lac_Long_Quan,11,3.45,40000000
D11_0210,Lo_F_05__Coffee_&_Tea,Cafe,Vietnamese,"Lo_F_05,_Chung_Cu_Binh_Thoi,_Duong_So_8,_P._8",11,3.75,21500000
D11_0211,Nha_Cua_Meo__An_Vat_Online,Restaurant,Vietnamese,"209/2B_Ly_Thuong_Kiet,_P._7",11,3.45,65000000
D11_0212,Oc_Luoc_Mam_Gung_Ha_Noi,Restaurant,Vietnamese,"12/29_Lu_Gia,_P._15",11,3.35,40000000
D11_0213,Duc_Phat_Bakery__3_Thang_2,Bakery,Vietnamese,"1118B_Duong_3_Thang_2,_P._12",11,3.4,62500000
D11_0214,Cai_Lo_Gach_Cu__Coffee_&_Drinks,Cafe,Vietnamese,"73B_Duong_So_2_Cu_Xa_Lu_Gia,_P._15",11,4.5,27500000
D11_0215,Dung_Banh_Khoai_Mo__Ong_Ich_Khiem,Restaurant,Vietnamese,32/90_Ong_Ich_Khiem,11,4.35,7500000
D11_0216,Duyen_Ho_Snack__Banh_Trang_Cham_&_An_Vat__Shop_Online,Restaurant,Vietnamese,"161B/23_Lac_Long_Quan,_P._3",11,3.35,27500000
D11_0217,Bun_Thai_&_An_Vat__Tue_Tinh,Restaurant,Vietnamese,"90/16G_Tue_Tinh,_P._13",11,4.35,45000000
D11_0218,Xich_Lo_Quan__Beer_Club,Bar,Vietnamese,"253_Ly_Thuong_Kiet,_P._15",11,3.6,90000000
D11_0219,Che_3_Thang_2,Restaurant,Vietnamese,"992_Duong_3_Thang_2,_P._12",11,3.2,28500000
D11_0220,Nha_Hang_Dai_Duong__Ly_Thuong_Kiet,Restaurant,Vietnamese,"293_Ly_Thuong_Kiet,_P._15",11,4.45,52500000
D11_0221,Hu_Tieu_Chay__Ton_That_Hiep,Restaurant,Vietnamese,"11A_Ton_That_Hiep,_P._13",11,3.5,37500000
D11_0222,Ca_Loc_Nuong_467__Le_Dai_Hanh,Restaurant,Vietnamese,"467/8_Le_Dai_Hanh,_P._11",11,3.4,127500000
D11_0223,Chao_Ech_Singapore_Nguyen_Sang,Restaurant,Singapore,"181_Le_Dai_Hanh,_P._13",11,3.5,35000000
D11_0224,Quan_Mi_Got_Ngon,Restaurant,Vietnamese,"186_Binh_Thoi,_P._14",11,3.6,32500000
D11_0225,Quan_Tu_Ech,Restaurant,Vietnamese,940_Duong_3_Thang_2,11,3.5,125000000
D11_0226,Oc_Hut_Mit_Tron_Da_Nang,Restaurant,Vietnamese,968_Duong_3_Thang_2,11,4,25000000
D11_0227,Saigon_Bread__Cong_Vien_Tan_Phuoc,Bakery,Vietnamese,"132_Nguyen_Thi_Nho,_P._15",11,3.85,20000000
D11_0228,Quan_Che_To_Go,Cafe,Vietnamese,"231_Le_Dai_Hanh,_P._13",11,3.5,16000000
D11_0229,Tra_Sua_Hello_Drink__Shop_Online,Restaurant,Vietnamese,"624_Lac_Long_Quan,_P._5",11,3.8,39000000
D11_0230,JN_Cake__Shop_Online,Restaurant,Vietnamese,7_Phu_Tho,11,3.45,110000000
D11_0231,Lee_Dim_Sum__Ha_Cao_Dac_Biet_Nha_Lam,Restaurant,Chinese,"4_Duong_So_9,_Cu_Xa_Binh_Thoi,_P._8",11,3.65,13000000
D11_0232,Eagle_I_Coffee,Cafe,Vietnamese,"153_Ton_That_Hiep,_P._13",11,3.6,27000000
D11_0233,Bun_Rieu_Cua_Phu_Tho__Binh_Thoi,Restaurant,Vietnamese,"125_Binh_Thoi,_P._11",11,3.35,35000000
D11_0234,Candy_Shop__Banh_Trung_Thu_Rau_Cau,Bakery,Vietnamese,"920/3_Nguyen_Chi_Thanh,_P._4",11,3.85,167500000
D11_0235,Sino_Coffee,Cafe,Vietnamese,"Lo_A,_9_Lu_Gia,_P._15",11,3.7,37500000
D11_0236,Quan_Nuong_281,Restaurant,Vietnamese,"004_Chung_Cu_Thuan_Viet,_Ly_Thuong_Kiet,_P._15",11,3.15,100000000
D11_0237,Tra_Sua_La,Cafe,Vietnamese,"190/39_Xom_Dat,_P._10",11,4.15,20000000
D11_0238,Tra_Sua_Shushi,Restaurant,Vietnamese,"321_Lanh_Binh_Thang,_P._8",11,3.45,20000000
D11_0239,Rim_Coffee,Cafe,Vietnamese,"369_Lac_Long_Quan,_P._5",11,4.35,33000000
D11_0240,Ngoc_Hoang_Yen__To_Yen_Chung_Tuoi,Restaurant,Vietnamese,"968_Duong_3_Thang_2,_P._15",11,4.4,132500000
D11_0241,Mengcha__Taiwan_Fashion_Tea,Cafe,Taiwanese,"45A_Ong_Ich_Khiem,_P._10",11,4.05,40000000
D11_0242,An_Sang_Me_Ca__Banh_Canh_&_Bun_Moc__Lo_Sieu,Restaurant,Vietnamese,"85/29_Lo_Sieu,_P._16",11,4.95,45000000
D11_0243,Kim_Thoa__Bun_Bo_Hue_&_Bo_Ne,Restaurant,Vietnamese,"411D_Le_Dai_Hanh,_P._11",11,4.05,37500000
D11_0244,Banh_Cuon_Nong__Nguyen_Thi_Nho,Restaurant,Vietnamese,"120A_Nguyen_Thi_Nho,_P.15",11,3.4,28500000
D11_0245,Cay_Bang_Do_Quan__Lau_De_&_Be_Thui,Restaurant,Vietnamese,"341_Lac_Long_Quan,_P._5",11,3.65,110000000
D11_0246,Ma_Tu_Quan__Dac_San_Nha_Trang,Restaurant,Vietnamese,"319B13_Ly_Thuong_Kiet,_P._15",11,3.55,47500000
D11_0247,Ba_Tu__Banh_Trang_Tron_&_Banh_Trang_Cuon,Restaurant,Vietnamese,"229_Cong_Chua_Ngoc_Han,_P._13",11,4.2,9500000
D11_0248,Crawfish_House__Crawfish_Online,Restaurant,USA,153_Tue_Tinh,11,3.9,320000000
D11_0249,Cua_Ca_Mau__Lanh_Binh_Thang,Restaurant,Vietnamese,123_Lanh_Binh_Thang,11,3.3,100000000
D11_0250,Pho_28__Lu_Gia,Restaurant,Vietnamese,"28/28_Lu_Gia,_P._15",11,3.65,26500000
D11_0251,Knight_Coffee_Milk_Tea,Cafe,Vietnamese,"338_Lanh_Binh_Thang,_P._11",11,3.95,35500000
D11_0252,Ara_Coffee__CoopMart_Nguyen_Thi_Nho,Cafe,Vietnamese,"CoopMart_97_Nguyen_Thi_Nho,_P._9",11,3.6,40000000
D11_0253,Banh_Trang_Cuon_Di_Thao,Restaurant,Vietnamese,32/131_Ong_Ich_Khiem,11,3.25,17500000
D11_0254,Sup_Cua_&_Bo_Ne__Duong_So_3,Restaurant,Vietnamese,"6/42F_Duong_So_3,_Cu_Xa_Lu_Gia,_P._15",11,3.55,16000000
D11_0255,Chan_Phat__Ga_Ac_Tiem_&_Cac_Mon_Xao,Restaurant,Vietnamese,"95_Phan_Xich_Long,_P._6",11,3.8,90000000
D11_0256,Beefsteak_Ba_Dinh,Restaurant,Vietnamese,"6/54A_Duong_So_3,_Cu_Xa_Lu_Gia",11,3.35,31000000
D11_0257,Trinh_Ky__Com_Ga_Xoi_Mo,Restaurant,Vietnamese,"339H_Lac_Long_Quan,_P._5",11,3.8,34500000
D11_0258,Thieu_Ky_Mi_Gia__Cho_Thiec,Restaurant,Chinese,69B_Pho_Co_Dieu,11,3.9,35000000
D11_0259,Hu_Tieu_Co_Linh,Restaurant,Vietnamese,68/12_Lu_Gia,11,3.6,27500000
D11_0260,Phuc_Rau_Ma__Xom_Dat,Restaurant,Vietnamese,"269D_Xom_Dat,_P._10",11,3.45,20000000
D11_0261,The_Saigon_Kafe,Cafe,Vietnamese,8_Cong_Chua_Ngoc_Han,11,4.4,42500000
D11_0262,Nhom_Nau_Chef_Minh__Dich_Vu_Dai_Tiec_Tai_Nha,Restaurant,Vietnamese,"109A_Binh_Thoi,_P._11",11,4.05,2400000000
D11_0263,Hinh_Nhu_La__Trai_Cay_Tu_Chon,Restaurant,Vietnamese,"319B1_Ly_Thuong_Kiet,_P._15",11,3.05,30000000
D11_0264,Osaka_Takoichi__Lo_Sieu,Restaurant,Vietnamese,"18C_Lo_Sieu,_P._16",11,3.25,43000000
D11_0265,Hu_Tieu_Mi_Hoanh_Thanh__Vinh_Vien,Restaurant,Vietnamese,"679/6_Vinh_Vien,_P._7",11,3.4,16500000
D11_0266,Sui_Cao_Thuan_Phat__Ha_Ton_Quyen,Restaurant,Vietnamese,"164_Ha_Ton_Quyen,_P._4",11,3.05,40000000
D11_0267,Caffsoline_Coffee,Cafe,Vietnamese,"18_Tran_Quy,_P._6",11,4.25,19000000
D11_0268,Kem_Y_Gelato_Factory,Cafe,Italian,150_Ong_Ich_Khiem,11,4.05,75000000
D11_0269,Hu_Tieu_Nam_Vang_Dai_Phat,Restaurant,Vietnamese,"003_Lo_C1_Cao_Oc_Thuan_Viet,_319_Ly_Thuong_Kiet",11,3.4,32000000
D11_0270,Phoi_Phoi__Mon_An_Hong_Kong,Restaurant,Chinese,"89_Nguyen_Chi_Thanh,_P._16",11,3.65,75000000
D11_0271,Renaissance_Coffee_&_Tea,Cafe,Vietnamese,199_Le_Dai_Hanh_P._13,11,3,47500000
D11_0272,Hu_Tieu_De_Binh_Thoi,Restaurant,Vietnamese,"246_Binh_Thoi,_P._10",11,3.5,40000000
D11_0273,Thanh__Banh_Trang_Mo_Hanh_Trung_Muoi_&_Banh_Trang_Bi,Restaurant,Vietnamese,"161C/84_Lac_Long_Quan,_P._3",11,3.9,15000000
D11_0274,Com_Chao_Trieu_Chau,Restaurant,Chinese,"450_Hong_Bang,_P._16",11,3.65,22500000
D11_0275,Banh_Bot_&_Banh_Khoai_Mon,Restaurant,Vietnamese,"174B_Xom_Dat,_P._9",11,3.85,15000000
D11_0276,Tra_Sua_Banh_Trung_Nuong,Restaurant,Vietnamese,106/1/3_Lac_Long_Quan,11,4,20000000
D11_0277,Bot_Chien_So_10__Binh_Thoi,Restaurant,Vietnamese,"10_Binh_Thoi,_P._14",11,3.3,30000000
D11_0278,Com_Trua_Van_Phong__Say_Coffee,Cafe,Vietnamese,"575_Binh_Thoi,_P._10",11,3.7,27500000
D11_0279,Tiem_Banh_Thuan_Phat,Bakery,Vietnamese,"4_Duong_Dinh_Nghe,_P._8",11,3.45,120000000
D11_0280,Riro_Milk_Tea__Nguyen_Thi_Nho,Cafe,Vietnamese,"Doi_Dien_Cong_Vien_Tan_Phuoc,_3A_Nguyen_Thi_Nho",11,3.9,25000000
D11_0281,Banh_Canh_Cua_Tac_Co,Restaurant,Vietnamese,"118_Ta_Uyen,_P._4",11,3.4,27500000
D11_0282,Bun_Rieu_Cua_99B_Online,Restaurant,Vietnamese,"99B_Lanh_Binh_Thang,_P._12",11,3.7,26000000
D11_0283,Nha_Hang_Lam_Vien__Lanh_Binh_Thang,Restaurant,Vietnamese,"1/2_Lanh_Binh_Thang,_P._8",11,3.9,125000000
D11_0284,Banh_Cuon_Bang_Chao,Restaurant,Vietnamese,"202_Ton_That_Hiep,_P._12",11,3.75,17500000
D11_0285,Bap_Rang_Bo_Little_Poco__Nguyen_Chi_Thanh,Restaurant,Vietnamese,926_Nguyen_Chi_Thanh,11,3.85,15000000
D11_0286,The_Daily_Grind_Coffee,Cafe,Vietnamese,1504_Duong_3_Thang_2,11,3.9,42500000
D11_0287,Com_Chay_Phap_Hanh,Restaurant,Vietnamese,45C_Binh_Thoi,11,3.7,20000000
D11_0288,Hoa_Ky__Hu_Tieu_Sa_Te_Nai_&_Mi_Thap_Cam,Restaurant,Vietnamese,"129_Cong_Chua_Ngoc_Han,_P._12",11,3.6,50000000
D11_0289,Lau_Ca_Lang_Mang_Chua__Le_Dai_Hanh,Restaurant,Vietnamese,347/1_Le_Dai_Hanh,11,3.9,170000000
D11_0290,Dong_Giang_Quan__Hong_Bang,Restaurant,Vietnamese,"432_Hong_Bang,_P._16",11,3.65,265000000
D11_0291,Quan_Chay_Thien_Truc,Restaurant,Vietnamese,"140A_Binh_Thoi,_P.14",11,3.9,37500000
D11_0292,Tiem_An_Di_Sau__Mi_Bo_Ham_Thao_Moc,Restaurant,Vietnamese,"207_Pho_Co_Dieu,_P._6",11,4.05,32500000
D11_0293,Rosy's_House__Banh_Trung_Thu_&_Rau_Cau,Bakery,Vietnamese,"Chung_Cu_312_Lac_Long_Quan,_P._5",11,4,42500000
D11_0294,Banh_Ca_Taiyaki_&_Ga_Non_Hong_Kong,Restaurant,Asian,"164_Nguyen_Thi_Nho,_P._15",11,3.7,15000000
D11_0295,Sante'_Go_Coffee,Cafe,Vietnamese,"281/71_Ly_Thuong_Kiet,_P._15",11,3.5,35000000
D11_0296,Dak.Rao_Coffee__Lu_Gia,Cafe,Vietnamese,"54_Lu_Gia,_P._15",11,3.9,21000000
D11_0297,Tra_Sua_Panda,Cafe,Vietnamese,"153_Ton_That_Hiep,_P._13",11,3.65,16500000
D11_0298,Bo_Bit_Tet__Minh_Phung,Restaurant,Vietnamese,"395/4_Minh_Phung,_P.10",11,3.2,43000000
D11_0299,Rau_Cau_Pho_Mai__Shop_Online,Restaurant,Vietnamese,Hoa_Binh,11,3.9,30000000
D11_0300,Ut_Ly_Handmade__Che_Khuc_Bach_&_Tra_Sua__Shop_Online,Restaurant,Vietnamese,"174/42/3B_Thai_Phien,_P._8",11,4.25,31000000
D11_0301,Co_Oanh__Banh_Trang,Restaurant,Vietnamese,"506/49/54_Lac_Long_Quan,_P._5",11,3.25,5000000
D11_0302,Oc_Bui__Xom_Dat,Restaurant,Vietnamese,"44_Xom_Dat,_P._8",11,3.25,80000000
D11_0303,MAMA_Fruit_&_Juice_Bar,Cafe,Vietnamese,"323_Le_Dai_Hanh,_P._13",11,4.2,44000000
D11_0304,Pha_Lau_Bo_Lu_Gia,Restaurant,Vietnamese,"44B_Lu_Gia,_P._15",11,4,23500000
D11_0305,Com_Ga_Xoi_Mo_545,Restaurant,Vietnamese,Nga_3_Tran_Van_Hoang__Nguyen_Thi_Nho,11,3.55,20000000
D11_0306,Banh_Trung_Ga_Non_HK,Restaurant,Chinese,"94_Lanh_Binh_Thang,_P._13",11,3.8,20000000
D11_0307,Tam_Nhu__Bun_Thai,Restaurant,Vietnamese,377_Minh_Phung,11,3.55,31000000
D11_0308,Hu_Tieu_Nam_Vang_So_48,Restaurant,Vietnamese,"48_Han_Hai_Nguyen,_P._16",11,4.4,45000000
D11_0309,Hu_Tieu_Xao__Thai_Phien,Restaurant,Vietnamese,100/1_Thai_Phien,11,4.2,65000000
D11_0310,Che_Cho_Thiec,Restaurant,Vietnamese,168_Pho_Co_Dieu,11,3.85,16000000
D11_0311,Tiem_An_Lai_Ky_Mi_Gia,Restaurant,Vietnamese,"500M_Hoa_Hao,_P._7",11,3.9,87500000
D11_0312,Am_Thuc_Chay_Hue_Phat,Restaurant,Vietnamese,330_Lanh_Binh_Thang,11,3.45,22500000
D11_0313,Happy__Tra_Sua,Restaurant,Vietnamese,"6_Duong_Dinh_Nghe,_P._8",11,4.05,20000000
D11_0314,Tra_Sua_Tuyet_Chau__Lo_Sieu,Cafe,Vietnamese,"87_Lo_Sieu,_P._16",11,4.9,62500000
D11_0315,Lau_Phung_Nguyen,Restaurant,Vietnamese,836_Nguyen_Chi_Thanh,11,4,85000000
D11_0316,Kho_Qua_Ca_Ot,Restaurant,Vietnamese,"116_Xom_Dat,_P._9",11,3,48000000
D11_0317,Mi_Cay_Itada__Nguyen_Thi_Nho,Restaurant,Vietnamese,"138_Nguyen_Thi_Nho,_P._15",11,3.4,140000000
D11_0318,Banh_Su_Kem__Lanh_Binh_Thang,Bakery,Vietnamese,"96_Lanh_Binh_Thang,_P._13",11,3.2,16500000
D11_0319,Cau_Ky_Mi_Gia,Restaurant,Chinese,"83_Au_Co,_P._14",11,3.65,37500000
D11_0320,Dong_Giang_Quan__110_Tran_Quy,Restaurant,Chinese,110_Tran_Quy,11,3.95,35000000
D11_0321,Banh_Trang_Muoi_&_Ca_Vien_Chien,Restaurant,Vietnamese,351/115_Le_Dai_Hanh,11,3.5,22500000
D11_0322,Duong_Thuyen__Bun_Ca_Sa_Te,Restaurant,Vietnamese,7/3_Ton_That_Hiep,11,4.3,27500000
D11_0323,Quan_Nem_Anh_Tu,Restaurant,Vietnamese,"06_Chung_Cu_Phu_Tho,_Nguyen_Thi_Nho,_P._15",11,4.5,65000000
D11_0324,Diem_Tam_Sang_185A,Restaurant,Vietnamese,"185A_Duong_Tu_Giang,_P._4",11,3.3,22500000
D11_0325,Phoi_Phoi__Diem_Tam_Sang,Restaurant,Chinese,"140/70_Han_Hai_Nguyen,_P._8",11,3.75,25000000
D11_0326,Tiem_Banh_Exhale_Sweets__Shop_Online,Restaurant,Vietnamese,"256/90/17_Han_Hai_Nguyen,_P._9",11,3.3,67500000
D11_0327,Quan_Oc_Hanh_262,Restaurant,Vietnamese,"262_Ton_That_Hiep,_P._12",11,4.25,85000000
D11_0328,Gelato_Stick__Kem_Y,Cafe,Italian,"159_Au_Co,_P._14",11,4.05,30500000
D11_0329,Book_Cafe_PNC__3_Thang_2,Cafe,Vietnamese,"940_Duong_3_Thang_2,_P._15",11,3.4,30000000
D11_0330,Bun_Thai__Cho_Phu_Tho,Restaurant,Thailand,Tue_Tinh,11,3.9,32500000
D11_0331,Com_Tam_Sanh_Kos_3,Restaurant,Vietnamese,55_Duong_So_2,11,4.25,54000000
D11_0332,The_Flan__Minh_Phung,Restaurant,Vietnamese,"347/22_Minh_Phung,_P._2",11,3.85,15500000
D11_0333,Sinh_To_Be_Bi,Cafe,Vietnamese,42_Cong_Chua_Ngoc_Han,11,3.95,37500000
D11_0334,Banh_Trang_Muoi_Tom__Tue_Tinh,Restaurant,Vietnamese,18_Tue_Tinh,11,3.9,20000000
D11_0335,Alibaba__Restaurant_Tu_Chon_119K__Tan_Hoa,Restaurant,Vietnamese,"76_Tan_Hoa,_P._3",11,3.9,149000000
D11_0336,Coffee_&_An_Vat,Cafe,Vietnamese,"46_Duong_So_52,_P._15",11,3.95,35000000
D11_0337,Nui_Xao_Ta_La__Am_Thuc_Trung_Hoa,Restaurant,Chinese,"136_Cong_Chua_Ngoc_Han,_P._12",11,3.2,39500000
D11_0338,Tran_Quang_Ky__Vit_Quay_Sot_Tieu_Den__Au_Co,Restaurant,Chinese,"55_Au_Co,_P._14",11,3.65,175000000
D11_0339,Quan_C1__Bo_La_Lot_Mo_Chai,Restaurant,Vietnamese,"Chung_Cu_Phu_Tho,_Doi_Dien_So_60_Thien_Phuoc",11,3.15,59000000
D11_0340,Tra_Dao_&_Banh_Trang_Dao_Em,Restaurant,Vietnamese,"28_Hoa_Binh,_P._5",11,4.35,25000000
D11_0341,Quan_Anh_2_Ty__Chuyen_Cac_Mon_Vat,Restaurant,Vietnamese,"145_Ton_That_Hiep,_P.13",11,3.9,20000000
D11_0342,KK_Premium_Beer__Garden__Le_Dai_Hanh,Bar,Vietnamese,"159_Le_Dai_Hanh,_P._13",11,3.9,122500000
D11_0343,Linh_Anna_Bakery__Le_Dai_Hanh,Cafe,Vietnamese,"32/17_Le_Dai_Hanh,_P._7",11,3.35,90000000
D11_0344,Banh_Uot_226__Ha_Ton_Quyen,Restaurant,Vietnamese,"226_Ha_Ton_Quyen,_P._6",11,3.9,19000000
D11_0345,"Quan_98__Banh_Canh,_Hu_Tieu_&_Chao_Ma_Heo",Restaurant,Vietnamese,"98_Binh_Thoi,_P._14",11,4.05,27500000
D11_0346,Pho_Huynh_Anh__Lac_Long_Quan,Restaurant,Vietnamese,"526_Lac_Long_Quan,_P._5",11,4.2,23500000
D11_0347,Ca_Vien_Chien_Lu_Gia,Restaurant,Vietnamese,"Duong_So_56,_Ben_Hong_Truong_THCS_Lu_Gia",11,3.9,14000000
D11_0348,Tra_Chanh_Chem_Gio__Bong_Dung_Muon_Uong,Restaurant,Vietnamese,Le_Dai_Hanh,11,3.75,29000000
D11_0349,Hu_Tieu_Bo_Vien_&_Che_Me_Den__Thai_Phien,Restaurant,Vietnamese,"612_Thai_Phien,_P._16",11,3.35,19500000
D11_0350,Bap_Nuong_12K,Restaurant,Vietnamese,"762_Hong_Bang,_P._1",11,4.75,11000000
D11_0351,Sup_Cua_&_Pha_Lau__Han_Hai_Nguyen,Restaurant,Vietnamese,45/16_Han_Hai_Nguyen,11,3.4,12500000
D11_0352,Nha_Hang_Phat_Dat,Restaurant,Vietnamese,"17_Duong_So_2,_Cu_Xa_Lu_Gia,_P._15",11,3.3,325000000
D11_0353,Bun_Rieu_Cua__Duong_3_Thang_2,Restaurant,Vietnamese,1284/2__1284/3_Duong_3_Thang_2,11,3.2,48000000
D11_0354,Trai_Cay_To__Muc_Thoai_Mai,Restaurant,Vietnamese,319B3_Ly_Thuong_Kiet,11,3.3,30000000
D11_0355,Co_Phuong__Banh_Ba_Trang,Restaurant,Vietnamese,"56C/67_Lac_Long_Quan,_P._3",11,3.6,240000000
D11_0356,Sup_Cua_Thuy,Restaurant,Vietnamese,"275A_Tan_Phuoc,_P._6",11,3.5,21000000
D11_0357,Minh_Ky_Mi_Gia__Ta_Uyen,Restaurant,Chinese,"120_Ta_Uyen,_P._4",11,3.95,40000000
D11_0358,Ngoc_Sang__Banh_Canh_Cua_Ghe,Restaurant,Vietnamese,"145_Lac_Long_Quan,_P._3",11,3.95,40000000
D11_0359,IIng's_House__Tra_Sua_&_Trai_Cay,Cafe,Vietnamese,"93_Tue_Tinh,_P._13",11,4.5,30000000
D11_0360,Khu_Am_Thuc_Chay_Xom_Gia,Restaurant,Vietnamese,Hong_Bang,11,3.35,21000000
D11_0361,Bot_Chien_Ly_Nam_De,Restaurant,Vietnamese,"130_Ly_Nam_De,_P._7",11,3.7,20000000
D11_0362,Sai_Gon_Givral_Bakery__Ong_Ich_Khiem,Bakery,Vietnamese,"138_Ong_Ich_Khiem,_P._5",11,3.35,157500000
D11_0363,Cheer_Beer_Club,Bar,Vietnamese,"95_Binh_Thoi,_P._11",11,3.95,50000000
D11_0364,Takoyaki_Online,Restaurant,Vietnamese,"3_Lo_3B_Chung_Cu_Phu_Tho,_Lu_Gia",11,3.9,45000000
D11_0365,Cong_Xuong_Cafe,Cafe,Vietnamese,"58_Duong_So_5,_P._Binh_Thoi,_P._8",11,3.95,20000000
D11_0366,Quan_BBQ_68__Nguyen_Thi_Nho,Restaurant,Vietnamese,"347_Nguyen_Thi_Nho,_P._16",11,4.15,150000000
D11_0367,Tra_Sua_Bi_Ngo,Cafe,Vietnamese,"341/61C_Lac_Long_Quan,_P._5",11,4.15,25000000
D11_0368,Quan_Pha_Lau_97_Tan_Khai,Restaurant,Vietnamese,97_Tan_Khai,11,3.6,85000000
D11_0369,Hai_Anh_Em__Banh_Canh_Cha_Ca,Restaurant,Vietnamese,"275/22D_Au_Co,_P._5",11,4.45,35000000
D11_0370,Bun_Rieu__Duong_3_Thang_2,Restaurant,Vietnamese,282_Lanh_Binh_Thang,11,4,22500000
D11_0371,Tra_Sua_Thai_Couple_TH__Lac_Long_Quan,Cafe,Thailand,"393_Lac_Long_Quan,_P._5",11,4.1,17500000
D11_0372,Co_Suong__Hu_Tieu,Restaurant,Vietnamese,433/48_Le_Dai_Hanh,11,3.9,22500000
D11_0373,Chao_Long_Bo,Restaurant,Vietnamese,184_Ha_Ton_Quyen,11,3.8,22500000
D11_0374,Quan_020__Nhau_Binh_Dan,Restaurant,Vietnamese,"Chung_Cu_Quan_Doi,_Doi_Cung",11,3.55,115000000
D11_0375,Cua_Hang_Thuc_Pham_Chay_Thien_Duc,Restaurant,Vietnamese,"188_Le_Thi_Bach_Cat,_P._11",11,3.85,55000000
D11_0376,Am_Thuc_Chay_Lac_Viet,Restaurant,Vietnamese,"Hem_407_Minh_Phung,_P._10",11,3.2,90000000
D11_0377,Tiem_Com_Nam_Son,Restaurant,Vietnamese,"211_Au_Co,_P._5",11,3.9,30000000
D11_0378,Banh_Cuon_Co_Loan,Restaurant,Vietnamese,"357B_Le_Dai_Hanh,_P._11",11,3.9,42500000
D11_0379,Quan_Chay_Tinh_Tam__Han_Hai_Nguyen,Restaurant,Vietnamese,"391_Han_Hai_Nguyen,_P._2",11,3.55,37500000
D11_0380,Tra_Sua_1_Lit,Cafe,Vietnamese,"207_Do_Ngoc_Thanh,_P._4",11,3.85,12500000
D11_0381,Minnie_Coffee_&_Sweets,Cafe,Vietnamese,567_Binh_Thoi,11,4,24500000
D11_0382,Sui_Cao_Cha_Xia__Shop_Online,Restaurant,Vietnamese,"029_Lo_D_Chung_Cu_Lac_Long_Quan,_Tong_Van_Tran,_P._5",11,3.9,30000000
D11_0383,Thuy_Ta__Nha_Hang_Tiec_Cuoi,Restaurant,Vietnamese,"3_Hoa_Binh,_P._3",11,3.5,3600000000
D11_0384,Quan_Thirsty__Restaurant_Tra_Sua,Restaurant,Vietnamese,"9_Duong_Dinh_Nghe_(Kios_9),_P._8",11,3.9,25000000
D11_0385,Com_Tam_Thuan_Viet__Cao_Oc_Thuan_Viet,Restaurant,Vietnamese,"Can_007_Cao_Oc_Thuan_Viet,_319_Ly_Thuong_Kiet,_P._15",11,3.2,25000000
D11_0386,A_Phon__Com_Chien_&_Hu_Tieu_Xao,Restaurant,Vietnamese,"19_Duong_So_52,_P._15",11,3.05,25000000
D11_0387,Hu_Tieu_Vien_Heo__Thap_Cam,Restaurant,Vietnamese,"242/5_Han_Hai_Nguyen,_P._9",11,4.35,35000000
